image_path,breed,label
cattle\Toda\Toda_86.jpg,Toda,43
cattle\Nagpuri\Nagpuri_79.jpg,Nagpuri,29
cattle\Nagpuri\Nagpuri_176.png,Nagpuri,29
cattle\thutho\image_275x183_50.jpg,thutho,59
cattle\Khillari\Khillari_50.jpg,Khillari,20
cattle\bhelai\ezgif-frame-134.jpg,bhelai,48
cattle\Red_Sindhi\Red_Sindhi_81.jpg,Red_Sindhi,39
cattle\Khillari\Khillari_72.jpg,Khillari,20
cattle\Ayrshire\Ayrshire_88.jpg,Ayrshire,2
cattle\Kosali\image_281x180_1.jpg,Kosali,22
cattle\ponwar\image_194x259_52.jpg,ponwar,57
cattle\Sahiwal\Sahiwal_396.jpg,Sahiwal,40
cattle\Umblachery\image_300x168_44 (3).jpg,Umblachery,44
cattle\Guernsey\Guernsey_17.jpg,Guernsey,9
cattle\Red_Sindhi\Red_Sindhi_9.png,Red_Sindhi,39
cattle\Holstein_Friesian\Holstein_Friesian_50.jpg,Holstein_Friesian,13
cattle\Kenkatha\image_272x185_10.jpg,Kenkatha,18
cattle\Nari\image_174x289_70.jpg,Nari,30
cattle\Murrah\Murrah_86.png,Murrah,28
cattle\Malnad_gidda\Screenshot (1131).png,Malnad_gidda,26
cattle\malvi\Visually_searched_image (4).jpg,malvi,54
cattle\Jaffrabadi\Jaffrabadi_49.jpg,Jaffrabadi,14
cattle\Jaffrabadi\Jaffrabadi_38.png,Jaffrabadi,14
cattle\ponwar\image_300x168_3.jpg,ponwar,57
cattle\Jersey\Jersey_36.jpg,Jersey,15
cattle\Holstein_Friesian\Holstein_Friesian_31.jpg,Holstein_Friesian,13
cattle\Deoni\Screenshot 2025-09-25 031942.png,Deoni,7
cattle\Bargur\image_299x168_39.jpg,Bargur,4
cattle\thutho\image_225x225_57.jpg,thutho,59
cattle\Shweta Kapila\image_251x201_23.jpg,Shweta Kapila,41
cattle\Khillari\Khillari_9.png,Khillari,20
cattle\Umblachery\Umblachery_34.jpg,Umblachery,44
cattle\Lakhimi\image_225x225_29 (2).jpg,Lakhimi,25
cattle\siri\image_246x204_67.jpg,siri,58
cattle\Holstein_Friesian\Holstein_Friesian_263.jpg,Holstein_Friesian,13
cattle\Kosali\image_259x194_15.jpg,Kosali,22
cattle\Hallikar\Hallikar_135.jpg,Hallikar,10
cattle\Guernsey\Guernsey_108.jpg,Guernsey,9
cattle\Vechur\00000098.jpg,Vechur,45
cattle\Shweta Kapila\image_259x194_25.jpg,Shweta Kapila,41
cattle\Kankrej\Kankrej_138.jpg,Kankrej,17
cattle\Nagpuri\Nagpuri_196.png,Nagpuri,29
cattle\ghumsari\Ongole_159.jpg,ghumsari,52
cattle\Lakhimi\image_168x300_10.jpg,Lakhimi,25
cattle\Sahiwal\Sahiwal_97.jpg,Sahiwal,40
cattle\Kenkatha\image_168x300_13.jpg,Kenkatha,18
cattle\Kosali\image_225x225_3.jpg,Kosali,22
cattle\Amritmahal\Amritmahal_53.png,Amritmahal,1
cattle\Red_Sindhi\Red_Sindhi_56.jpg,Red_Sindhi,39
cattle\Rathi\00000197.jpg,Rathi,36
cattle\Dangi\image_299x168_51.jpg,Dangi,6
cattle\bhelai\ezgif-frame-135.jpg,bhelai,48
cattle\Banni\00000096.jpg,Banni,3
cattle\Sahiwal\Sahiwal_268.png,Sahiwal,40
cattle\dagri\image_259x194_4.jpg,dagri,49
cattle\Toda\Toda_107.jpg,Toda,43
cattle\Alambadi\Alambadi_43.png,Alambadi,0
cattle\Hallikar\Hallikar_174.jpg,Hallikar,10
cattle\Dangi\image_389x129_62.jpg,Dangi,6
cattle\Ayrshire\Ayrshire_81.jpg,Ayrshire,2
cattle\ghumsari\Screenshot 2025-09-24 220646.png,ghumsari,52
cattle\Red_Dane\Red_Dane_35.jpg,Red_Dane,38
cattle\bachaur\image_50x50_1.jpeg,bachaur,46
cattle\Brown_Swiss\Brown_Swiss_107.jpg,Brown_Swiss,5
cattle\Kangayam\Kangayam_94.jpg,Kangayam,16
cattle\Konkan Kapila\image_300x168_3.jpg,Konkan Kapila,21
cattle\Brown_Swiss\Brown_Swiss_110.jpg,Brown_Swiss,5
cattle\Umblachery\image_168x300_46.jpg,Umblachery,44
cattle\Ayrshire\Ayrshire_71.jpg,Ayrshire,2
cattle\Sahiwal\Sahiwal_363.png,Sahiwal,40
cattle\Krishna_Valley\Krishna_Valley_22.jpg,Krishna_Valley,23
cattle\Guernsey\Guernsey_7.jpg,Guernsey,9
cattle\Kenkatha\image_194x259_54.jpg,Kenkatha,18
cattle\Dangi\image_285x177_42.jpg,Dangi,6
cattle\Banni\00000216.jpg,Banni,3
cattle\dagri\image_303x166_49.jpg,dagri,49
cattle\Hallikar\Hallikar_109.jpg,Hallikar,10
cattle\gaolao\Gaolao_Cow_Cattle_Information_Apni_ (1).jpg,gaolao,51
cattle\Ladakhi\image_259x194_10 (2).jpg,Ladakhi,24
cattle\Sahiwal\Sahiwal_43.jpg,Sahiwal,40
cattle\Ongole\Ongole_138.jpg,Ongole,31
cattle\Jersey\Jersey_167.jpg,Jersey,15
cattle\kherigarh\image_250x202_3.jpg,kherigarh,53
cattle\Kenkatha\image_300x168_48.jpg,Kenkatha,18
cattle\Ayrshire\Ayrshire_53.jpg,Ayrshire,2
cattle\Holstein_Friesian\Holstein_Friesian_38.jpg,Holstein_Friesian,13
cattle\nagori\image_168x300_10.jpg,nagori,56
cattle\Kangayam\Kangayam_13.jpg,Kangayam,16
cattle\nagori\image_230x219_43.jpg,nagori,56
cattle\Hariana\Hariana_85.jpg,Hariana,11
cattle\Dangi\image_259x195_1.jpg,Dangi,6
cattle\motu\image_300x168_35.jpg,motu,55
cattle\ghumsari\Nagori_Cow_Animals_Horses_Breeds.jpg,ghumsari,52
cattle\Hallikar\Hallikar_183.jpg,Hallikar,10
cattle\Kangayam\Kangayam_54.jpg,Kangayam,16
cattle\bachaur\North_Bengal_Grey_-_Wikiwand.jpg,bachaur,46
cattle\Gir\Gir_73.jpg,Gir,8
cattle\thutho\image_194x259_48.jpg,thutho,59
cattle\Konkan Kapila\image_274x184_3.jpg,Konkan Kapila,21
cattle\Pulikulam\Pulikulam_35.jpg,Pulikulam,33
cattle\Nari\image_194x259_24.jpg,Nari,30
cattle\motu\image_248x203_59.jpg,motu,55
cattle\Krishna_Valley\Krishna_Valley_128.jpg,Krishna_Valley,23
cattle\Lakhimi\image_300x168_46.jpg,Lakhimi,25
cattle\Ladakhi\image_225x225_4 (2).jpg,Ladakhi,24
cattle\Jaffrabadi\Jaffrabadi_30.jpg,Jaffrabadi,14
cattle\Hallikar\Hallikar_92.png,Hallikar,10
cattle\malvi\image_168x300_2.jpg,malvi,54
cattle\Umblachery\Umblachery_71.png,Umblachery,44
cattle\Umblachery\Umblachery_25.jpg,Umblachery,44
cattle\badri\Breeding_Of_Badri_Cows_Will_Improve_In_.jpg,badri,47
cattle\Kangayam\image_275x183_43.jpg,Kangayam,16
cattle\Murrah\Murrah_169.jpeg,Murrah,28
cattle\kherigarh\image_251x201_3 (2).jpg,kherigarh,53
cattle\Ongole\Ongole_132.jpg,Ongole,31
cattle\Sahiwal\Sahiwal_25.jpg,Sahiwal,40
cattle\Nari\image_194x259_64.jpg,Nari,30
cattle\Hallikar\Hallikar_6.jpg,Hallikar,10
cattle\Sahiwal\Sahiwal_184.jpeg,Sahiwal,40
cattle\gangatari\image_259x194_36.jpg,gangatari,50
cattle\Jersey\Jersey_162.jpg,Jersey,15
cattle\siri\image_225x225_61.jpg,siri,58
cattle\Tharparkar\Tharparkar_79.jpg,Tharparkar,42
cattle\gaolao\0494.jpg,gaolao,51
cattle\Kenkatha\image_194x259_55.jpg,Kenkatha,18
cattle\thutho\image_299x168_39.jpg,thutho,59
cattle\Red_Dane\Red_Dane_102.jpg,Red_Dane,38
cattle\Banni\00000020.jpg,Banni,3
cattle\ghumsari\image_168x300_9.jpg,ghumsari,52
cattle\Brown_Swiss\Brown_Swiss_93.jpg,Brown_Swiss,5
cattle\Kangayam\Kangayam_34.jpg,Kangayam,16
cattle\nagori\Visually_searched_image (4).jpg,nagori,56
cattle\Sahiwal\Sahiwal_156.png,Sahiwal,40
cattle\Lakhimi\image_225x225_26 (2).jpg,Lakhimi,25
cattle\Ongole\Ongole_17.jpg,Ongole,31
cattle\Deoni\Deoni_77.jpg,Deoni,7
cattle\Khariar\image_259x194_10 (2).jpg,Khariar,19
cattle\Red kandhari\image_225x225_13.jpg,Red kandhari,37
cattle\Ongole\Ongole_121.png,Ongole,31
cattle\Red_Sindhi\Red_Sindhi_143.jpg,Red_Sindhi,39
cattle\motu\image_194x259_49.jpg,motu,55
cattle\gaolao\BOVINE_BREEDING_FARM_ON_GAOLAO_NATIVE_.jpg,gaolao,51
cattle\Umblachery\image_299x169_50.jpg,Umblachery,44
cattle\Lakhimi\image_300x168_38.jpg,Lakhimi,25
cattle\Alambadi\Alambadi_53.png,Alambadi,0
cattle\bachaur\image_259x194_38.jpg,bachaur,46
cattle\Hallikar\Hallikar_161.png,Hallikar,10
cattle\bachaur\image_277x182_57.jpg,bachaur,46
cattle\Mewati\image_259x194_22 (2).jpg,Mewati,27
cattle\nagori\image_168x300_29.jpg,nagori,56
cattle\bhelai\Screenshot 2025-09-24 183037.png,bhelai,48
cattle\Rathi\00000206.jpg,Rathi,36
cattle\nagori\image_252x200_45.jpg,nagori,56
cattle\motu\image_300x168_41.jpg,motu,55
cattle\thutho\image_259x194_17 (2).jpg,thutho,59
cattle\Kenkatha\image_194x259_62.jpg,Kenkatha,18
cattle\Red_Sindhi\Red_Sindhi_78.jpg,Red_Sindhi,39
cattle\Jersey\Jersey_107.jpg,Jersey,15
cattle\Tharparkar\Tharparkar_141.png,Tharparkar,42
cattle\Jersey\Jersey_172.jpg,Jersey,15
cattle\Mewati\image_290x174_37.jpg,Mewati,27
cattle\Krishna_Valley\Krishna_Valley_66.jpg,Krishna_Valley,23
cattle\Sahiwal\Sahiwal_311.jpg,Sahiwal,40
cattle\Himachali Pahari\image_200x200_1.jpg,Himachali Pahari,12
cattle\bhelai\ezgif-frame-102.jpg,bhelai,48
cattle\Brown_Swiss\Brown_Swiss_160.jpg,Brown_Swiss,5
cattle\Sahiwal\Sahiwal_98.png,Sahiwal,40
cattle\Kankrej\Kankrej_67.png,Kankrej,17
cattle\Mewati\image_168x300_43.jpg,Mewati,27
cattle\Ladakhi\image_259x194_5.jpg,Ladakhi,24
cattle\Kenkatha\image_192x263_5.jpg,Kenkatha,18
cattle\Guernsey\Guernsey_112.jpg,Guernsey,9
cattle\Hariana\Hariana_103.jpg,Hariana,11
cattle\Sahiwal\Sahiwal_435.jpg,Sahiwal,40
cattle\Toda\Toda_22.jpg,Toda,43
cattle\motu\image_259x194_15 (2).jpg,motu,55
cattle\Red_Dane\Red_Dane_82.jpg,Red_Dane,38
cattle\Umblachery\Umblachery_14.jpg,Umblachery,44
cattle\Guernsey\Guernsey_98.jpg,Guernsey,9
cattle\Sahiwal\Sahiwal_304.jpg,Sahiwal,40
cattle\motu\image_324x156_61.jpg,motu,55
cattle\nagori\image_201x251_53.jpg,nagori,56
cattle\thutho\image_329x153_62.jpg,thutho,59
cattle\Poda Thirupu\image_259x195_1 (2).jpg,Poda Thirupu,32
cattle\bhelai\ezgif-frame-084.jpg,bhelai,48
cattle\Shweta Kapila\image_259x194_33.jpg,Shweta Kapila,41
cattle\Toda\Toda_72.jpg,Toda,43
cattle\Himachali Pahari\image_259x194_14 (2).jpg,Himachali Pahari,12
cattle\Holstein_Friesian\Holstein_Friesian_5.jpg,Holstein_Friesian,13
cattle\Purnea\image_259x194_49.jpg,Purnea,35
cattle\Ayrshire\Ayrshire_95.jpg,Ayrshire,2
cattle\Amritmahal\image_265x190_31.jpg,Amritmahal,1
cattle\Banni\00000162.jpg,Banni,3
cattle\Shweta Kapila\image_168x300_55.jpg,Shweta Kapila,41
cattle\Toda\Toda_100.jpg,Toda,43
cattle\Red_Dane\Red_Dane_50.jpg,Red_Dane,38
cattle\Vechur\00000300.jpg,Vechur,45
cattle\Banni\00000019.jpg,Banni,3
cattle\Umblachery\image_259x194_15.jpg,Umblachery,44
cattle\Nagpuri\Nagpuri_115.jpg,Nagpuri,29
cattle\motu\image_265x190_9.jpg,motu,55
cattle\Tharparkar\Tharparkar_161.png,Tharparkar,42
cattle\Krishna_Valley\Krishna_Valley_40.jpg,Krishna_Valley,23
cattle\Kosali\image_194x259_8.jpg,Kosali,22
cattle\Bargur\Bargur_94.jpg,Bargur,4
cattle\Himachali Pahari\image_299x168_5.jpg,Himachali Pahari,12
cattle\Malnad_gidda\00000021.jpg,Malnad_gidda,26
cattle\Red kandhari\image_280x180_58.jpg,Red kandhari,37
cattle\ponwar\image_225x225_54.jpg,ponwar,57
cattle\Sahiwal\Sahiwal_229.jpg,Sahiwal,40
cattle\Nagpuri\Nagpuri_112.jpg,Nagpuri,29
cattle\Nari\Visually_searched_image (2).jpg,Nari,30
cattle\Red_Dane\Red_Dane_110.jpg,Red_Dane,38
cattle\ponwar\image_242x209_61.jpg,ponwar,57
cattle\Banni\00000107.jpg,Banni,3
cattle\bachaur\image_269x187_10.jpg,bachaur,46
cattle\nagori\images.jpeg,nagori,56
cattle\Alambadi\Alambadi_85.png,Alambadi,0
cattle\malvi\image_237x213_61.jpg,malvi,54
cattle\Ayrshire\Ayrshire_213.jpg,Ayrshire,2
cattle\badri\Badri_Cow_Stock_Photos_-_Free_Royalty_ (2).jpg,badri,47
cattle\Bargur\image_168x300_60.jpg,Bargur,4
cattle\malvi\image_195x259_1.jpg,malvi,54
cattle\Shweta Kapila\image_136x136_54.jpg,Shweta Kapila,41
cattle\dagri\ezgif-frame-079.jpg,dagri,49
cattle\bhelai\ezgif-frame-099.jpg,bhelai,48
cattle\Ladakhi\image_200x251_3.jpg,Ladakhi,24
cattle\Toda\Toda_77.jpg,Toda,43
cattle\Sahiwal\Sahiwal_62.jpg,Sahiwal,40
cattle\motu\image_193x262_45.jpg,motu,55
cattle\kherigarh\image_243x208_1 (3).jpg,kherigarh,53
cattle\Shweta Kapila\image_183x275_64.jpg,Shweta Kapila,41
cattle\Red kandhari\image_237x213_51.jpg,Red kandhari,37
cattle\Tharparkar\Tharparkar_96.jpg,Tharparkar,42
cattle\Red_Dane\Red_Dane_108.jpg,Red_Dane,38
cattle\Holstein_Friesian\Holstein_Friesian_226.jpg,Holstein_Friesian,13
cattle\gangatari\Visually_searched_image.jpg,gangatari,50
cattle\Ongole\Ongole_190.png,Ongole,31
cattle\Himachali Pahari\Portrait_of_Yak_Black_Himalayan_Ox_.jpg,Himachali Pahari,12
cattle\Banni\00000074.jpg,Banni,3
cattle\malvi\image_238x212_61.jpg,malvi,54
cattle\Poda Thirupu\image_225x225_32.jpg,Poda Thirupu,32
cattle\Deoni\Deoni_38.jpg,Deoni,7
cattle\Red kandhari\image_225x225_52.jpg,Red kandhari,37
cattle\Holstein_Friesian\Holstein_Friesian_323.jpg,Holstein_Friesian,13
cattle\bhelai\Screenshot 2025-09-24 183256.png,bhelai,48
cattle\Jersey\Jersey_157.jpg,Jersey,15
cattle\Dangi\00000178.JPG,Dangi,6
cattle\Malnad_gidda\Screenshot (1164).png,Malnad_gidda,26
cattle\thutho\image_200x168_64.jpg,thutho,59
cattle\Hallikar\Hallikar_25.jpg,Hallikar,10
cattle\Hallikar\Hallikar_110.jpg,Hallikar,10
cattle\Rathi\00000308.jpg,Rathi,36
cattle\malvi\image_239x211_62 (2).jpg,malvi,54
cattle\Jersey\Jersey_24.jpg,Jersey,15
cattle\Sahiwal\Sahiwal_379.png,Sahiwal,40
cattle\Gir\Gir_262.jpg,Gir,8
cattle\siri\image_225x225_46.jpg,siri,58
cattle\Amritmahal\image_244x207_52.jpg,Amritmahal,1
cattle\Nagpuri\Nagpuri_190.png,Nagpuri,29
cattle\Tharparkar\Tharparkar_98.png,Tharparkar,42
cattle\gaolao\0259.jpg,gaolao,51
cattle\Purnea\image_275x183_63.jpg,Purnea,35
cattle\Ongole\Ongole_78.png,Ongole,31
cattle\Pulikulam\Pulikulam_104.jpg,Pulikulam,33
cattle\Himachali Pahari\image_300x168_38.jpg,Himachali Pahari,12
cattle\Shweta Kapila\image_259x194_36 (2).jpg,Shweta Kapila,41
cattle\Red kandhari\image_259x194_48.jpg,Red kandhari,37
cattle\badri\image_300x168_21.jpg,badri,47
cattle\nagori\image_225x225_38.jpg,nagori,56
cattle\Punganur\image_168x300_20.jpg,Punganur,34
cattle\nagori\image_168x299_12.jpg,nagori,56
cattle\Jaffrabadi\Jaffrabadi_83.jpg,Jaffrabadi,14
cattle\Guernsey\Guernsey_6.jpg,Guernsey,9
cattle\Deoni\Deoni_96.jpg,Deoni,7
cattle\bhelai\ezgif-frame-144.jpg,bhelai,48
cattle\Sahiwal\Sahiwal_260.png,Sahiwal,40
cattle\Punganur\_.jpg,Punganur,34
cattle\Punganur\7300idea99punganurjpg.jpg,Punganur,34
cattle\thutho\image_221x229_50.jpg,thutho,59
cattle\Purnea\Visually_searched_image.jpg,Purnea,35
cattle\ponwar\image_259x194_32 (2).jpg,ponwar,57
cattle\Guernsey\Guernsey_105.jpg,Guernsey,9
cattle\Red kandhari\image_267x189_5.jpg,Red kandhari,37
cattle\nagori\image_225x225_37.jpg,nagori,56
cattle\Holstein_Friesian\Holstein_Friesian_55.jpg,Holstein_Friesian,13
cattle\Deoni\Deoni_76.jpg,Deoni,7
cattle\ponwar\image_259x194_14.jpg,ponwar,57
cattle\Jersey\Jersey_7.jpg,Jersey,15
cattle\Mewati\image_259x194_16 (2).jpg,Mewati,27
cattle\Hariana\Hariana_19.png,Hariana,11
cattle\Punganur\image_299x168_17.jpg,Punganur,34
cattle\Sahiwal\Sahiwal_141.jpeg,Sahiwal,40
cattle\Amritmahal\image_259x194_41.jpg,Amritmahal,1
cattle\Konkan Kapila\image_258x195_12.jpg,Konkan Kapila,21
cattle\Jaffrabadi\Jaffrabadi_68.jpg,Jaffrabadi,14
cattle\Nari\image_259x194_46.jpg,Nari,30
cattle\Red_Sindhi\Red_Sindhi_41.jpg,Red_Sindhi,39
cattle\nagori\image_168x299_11.jpg,nagori,56
cattle\dagri\image_194x259_45.jpg,dagri,49
cattle\Ladakhi\image_225x225_1.jpg,Ladakhi,24
cattle\Rathi\00000377.jpg,Rathi,36
cattle\Hallikar\Hallikar_111.jpg,Hallikar,10
cattle\Nagpuri\Nagpuri_32.jpg,Nagpuri,29
cattle\Jersey\Jersey_154.jpg,Jersey,15
cattle\Himachali Pahari\image_275x183_43.jpg,Himachali Pahari,12
cattle\Purnea\image_259x194_11 (4).jpg,Purnea,35
cattle\gangatari\image_225x225_34.jpg,gangatari,50
cattle\Hallikar\Hallikar_58.png,Hallikar,10
cattle\Tharparkar\Tharparkar_70.png,Tharparkar,42
cattle\gangatari\Screenshot 2025-09-24 191300.png,gangatari,50
cattle\Kangayam\Kangayam_37.jpg,Kangayam,16
cattle\Ongole\Ongole_177.png,Ongole,31
cattle\malvi\image_189x267_66.jpg,malvi,54
cattle\Mewati\Visually_searched_image.jpg,Mewati,27
cattle\motu\image_250x202_3.jpg,motu,55
cattle\Gir\Gir_312.png,Gir,8
cattle\kherigarh\image_225x225_3 (2).jpg,kherigarh,53
cattle\Brown_Swiss\Brown_Swiss_161.jpg,Brown_Swiss,5
cattle\Dangi\image_226x223_38.jpg,Dangi,6
cattle\Holstein_Friesian\Holstein_Friesian_285.jpg,Holstein_Friesian,13
cattle\kherigarh\image_334x151_1.jpg,kherigarh,53
cattle\dagri\ezgif-frame-069.jpg,dagri,49
cattle\bhelai\ezgif-frame-100.jpg,bhelai,48
cattle\Tharparkar\Tharparkar_173.jpg,Tharparkar,42
cattle\Sahiwal\Sahiwal_367.png,Sahiwal,40
cattle\dagri\image_225x225_45.jpg,dagri,49
cattle\Rathi\00000379.JPG,Rathi,36
cattle\Purnea\image_150x335_58.jpg,Purnea,35
cattle\motu\Visually_searched_image (4).jpg,motu,55
cattle\Jaffrabadi\Jaffrabadi_54.jpg,Jaffrabadi,14
cattle\Alambadi\Alambadi_75.png,Alambadi,0
cattle\Mewati\image_168x299_22.jpg,Mewati,27
cattle\gangatari\image_259x194_20.jpg,gangatari,50
cattle\Red_Dane\Red_Dane_131.jpg,Red_Dane,38
cattle\Umblachery\image_259x194_9 (2).jpg,Umblachery,44
cattle\Alambadi\Alambadi_37.png,Alambadi,0
cattle\Lakhimi\image_225x225_28 (2).jpg,Lakhimi,25
cattle\Vechur\00000090.jpg,Vechur,45
cattle\Sahiwal\Sahiwal_173.jpg,Sahiwal,40
cattle\Amritmahal\image_259x194_38.jpg,Amritmahal,1
cattle\gangatari\image_275x183_49.jpg,gangatari,50
cattle\Brown_Swiss\Brown_Swiss_154.jpg,Brown_Swiss,5
cattle\Gir\Gir_217.jpg,Gir,8
cattle\Bargur\Bargur_12.png,Bargur,4
cattle\Vechur\00000229.jpg,Vechur,45
cattle\Kenkatha\image_261x193_5.jpg,Kenkatha,18
cattle\Punganur\Punganur_Cows_A_Guide_to_Owning_and_.jpg,Punganur,34
cattle\Vechur\00000301.jpg,Vechur,45
cattle\Alambadi\Alambadi_83.jpg,Alambadi,0
cattle\Lakhimi\image_259x194_6 (2).jpg,Lakhimi,25
cattle\Punganur\Punganur_Cow_.jpg,Punganur,34
cattle\Red kandhari\image_300x168_46.jpg,Red kandhari,37
cattle\Hariana\Hariana_99.jpg,Hariana,11
cattle\motu\image_259x194_11.jpg,motu,55
cattle\Kankrej\Kankrej_123.png,Kankrej,17
cattle\gaolao\Gaolao_Cattle_Origin_Characteristics_.jpg,gaolao,51
cattle\Holstein_Friesian\Holstein_Friesian_34.jpg,Holstein_Friesian,13
cattle\Ladakhi\image_300x168_3.jpg,Ladakhi,24
cattle\Toda\Toda_20.jpg,Toda,43
cattle\Mewati\image_281x179_52.jpg,Mewati,27
cattle\Red_Sindhi\Red_Sindhi_108.jpg,Red_Sindhi,39
cattle\Holstein_Friesian\Holstein_Friesian_19.jpg,Holstein_Friesian,13
cattle\Vechur\Screenshot (298).png,Vechur,45
cattle\ghumsari\image_225x225_2.jpg,ghumsari,52
cattle\Toda\Toda_8.jpg,Toda,43
cattle\gaolao\GO-GIVER_-_Telegraph_India.jpg,gaolao,51
cattle\Purnea\Visually_searched_image (4).jpg,Purnea,35
cattle\Shweta Kapila\image_225x225_40.jpg,Shweta Kapila,41
cattle\Toda\Toda_19.jpg,Toda,43
cattle\Krishna_Valley\Krishna_Valley_80.jpg,Krishna_Valley,23
cattle\malvi\image_275x183_54.jpg,malvi,54
cattle\Poda Thirupu\image_168x300_16.jpg,Poda Thirupu,32
cattle\Hallikar\Hallikar_33.png,Hallikar,10
cattle\Sahiwal\Sahiwal_71.jpg,Sahiwal,40
cattle\Red_Sindhi\Red_Sindhi_156.jpg,Red_Sindhi,39
cattle\Sahiwal\Sahiwal_29.jpg,Sahiwal,40
cattle\Gir\Gir_7.jPG,Gir,8
cattle\Shweta Kapila\image_250x188_38.jpg,Shweta Kapila,41
cattle\Red kandhari\image_259x194_8.jpg,Red kandhari,37
cattle\Deoni\Deoni_33.jpg,Deoni,7
cattle\ponwar\image_299x168_11.jpg,ponwar,57
cattle\Red kandhari\image_225x225_39.jpg,Red kandhari,37
cattle\Hallikar\Hallikar_72.png,Hallikar,10
cattle\Purnea\image_259x194_9.jpg,Purnea,35
cattle\nagori\image_226x223_38.jpg,nagori,56
cattle\Ayrshire\Ayrshire_62.jpg,Ayrshire,2
cattle\badri\image_194x259_44.jpg,badri,47
cattle\Jersey\Jersey_59.jpg,Jersey,15
cattle\Nari\image_275x183_51.jpg,Nari,30
cattle\Sahiwal\Sahiwal_414.jpg,Sahiwal,40
cattle\Gir\Gir_119.jpg,Gir,8
cattle\Murrah\Murrah_76.jpg,Murrah,28
cattle\Himachali Pahari\River_Beas_Himachal_Pradesh_.jpg,Himachali Pahari,12
cattle\Nagpuri\Nagpuri_6.jpg,Nagpuri,29
cattle\Punganur\Punganur_cow_back_on_its_knees_.jpg,Punganur,34
cattle\Konkan Kapila\image_225x225_2.jpg,Konkan Kapila,21
cattle\Poda Thirupu\image_168x300_40 (2).jpg,Poda Thirupu,32
cattle\Ongole\Ongole_163.jpg,Ongole,31
cattle\Dangi\Screenshot (362).png,Dangi,6
cattle\Dangi\image_259x194_17.jpg,Dangi,6
cattle\Brown_Swiss\Brown_Swiss_36.jpg,Brown_Swiss,5
cattle\Guernsey\Guernsey_30.jpg,Guernsey,9
cattle\ponwar\image_272x185_46.jpg,ponwar,57
cattle\Hallikar\Hallikar_114.jpg,Hallikar,10
cattle\Vechur\Screenshot (265).png,Vechur,45
cattle\kherigarh\image_250x202_1.jpg,kherigarh,53
cattle\malvi\image_259x194_32.jpg,malvi,54
cattle\Kenkatha\image_259x194_18.jpg,Kenkatha,18
cattle\Himachali Pahari\image_300x168_37.jpg,Himachali Pahari,12
cattle\Red kandhari\image_225x225_45.jpg,Red kandhari,37
cattle\nagori\image_168x300_24.jpg,nagori,56
cattle\Konkan Kapila\Visually_searched_image (2).jpg,Konkan Kapila,21
cattle\Alambadi\Alambadi_51.png,Alambadi,0
cattle\Gir\Gir_65.jpg,Gir,8
cattle\Kenkatha\image_259x194_44.jpg,Kenkatha,18
cattle\Rathi\00000180.jpg,Rathi,36
cattle\motu\image_257x196_8.jpg,motu,55
cattle\Kosali\image_298x169_3.jpg,Kosali,22
cattle\Khariar\image_225x225_5 (2).jpg,Khariar,19
cattle\Ayrshire\Ayrshire_222.jpg,Ayrshire,2
cattle\Jersey\Jersey_180.jpg,Jersey,15
cattle\Jersey\Jersey_15.jpg,Jersey,15
cattle\Brown_Swiss\Brown_Swiss_50.jpg,Brown_Swiss,5
cattle\Red kandhari\image_275x183_19.jpg,Red kandhari,37
cattle\Guernsey\Guernsey_32.jpg,Guernsey,9
cattle\malvi\image_251x201_34.jpg,malvi,54
cattle\badri\image_300x168_24.jpg,badri,47
cattle\Punganur\image_300x168_7.jpg,Punganur,34
cattle\Mewati\image_240x210_52.jpg,Mewati,27
cattle\Sahiwal\Sahiwal_21.jpg,Sahiwal,40
cattle\Hariana\Hariana_95.jpg,Hariana,11
cattle\Holstein_Friesian\Holstein_Friesian_234.jpg,Holstein_Friesian,13
cattle\Ongole\Ongole_100.png,Ongole,31
cattle\Sahiwal\Sahiwal_244.jpg,Sahiwal,40
cattle\Red_Sindhi\Red_Sindhi_45.jpg,Red_Sindhi,39
cattle\Purnea\image_275x183_53.jpg,Purnea,35
cattle\ponwar\image_300x168_5.jpg,ponwar,57
cattle\Rathi\00000328.jpeg,Rathi,36
cattle\Jersey\Jersey_185.jpg,Jersey,15
cattle\bachaur\image_260x194_1.jpg,bachaur,46
cattle\nagori\image_299x168_45.jpg,nagori,56
cattle\Sahiwal\Sahiwal_16.jpg,Sahiwal,40
cattle\ponwar\image_259x194_26.jpg,ponwar,57
cattle\Dangi\image_343x147_59.jpg,Dangi,6
cattle\bachaur\image_225x225_12.jpg,bachaur,46
cattle\bhelai\ezgif-frame-093.jpg,bhelai,48
cattle\Vechur\00000035.jpg,Vechur,45
cattle\Ayrshire\Ayrshire_162.jpg,Ayrshire,2
cattle\kherigarh\image_256x197_3.jpg,kherigarh,53
cattle\Bargur\image_259x194_34.jpg,Bargur,4
cattle\Lakhimi\image_259x194_4 (2).jpg,Lakhimi,25
cattle\ghumsari\image_150x150_1.jpg,ghumsari,52
cattle\Purnea\image_259x194_7 (2).jpg,Purnea,35
cattle\malvi\image_225x225_5.jpg,malvi,54
cattle\nagori\image_185x272_62.jpg,nagori,56
cattle\Red kandhari\image_265x190_12.jpg,Red kandhari,37
cattle\gaolao\Herd_Zebu_Cattle_Possibly_Ongole_.jpg,gaolao,51
